Zone,Crop,Temp_14d_Avg,Humid_14d_Avg,Rain_14d_Total,Disease_Occurred
Vindhyan Plateau,Wheat,22.9,35.6,11.6,1
Chhattisgarh Plains,Kodo-Kutki,27.3,68.9,51.2,1
Central Narmada Valley,Gram,14.7,39.3,9.6,0
Central Narmada Valley,Gram,15.6,35.4,0.5,0
Northern Hill Region of Chhattisgarh,Niger,32.3,78.4,28.3,0
Northern Hill Region of Chhattisgarh,Niger,27.3,86.3,20.7,1
Jhabua Hills,Maize,28.6,73.9,8.7,0
Chambal Valley,Mustard,15.9,42.7,11.8,0
Chambal Valley,Wheat,26.6,38.5,7.8,0
Central Narmada Valley,Sugarcane,28.3,70.4,1.7,0
Vindhyan Plateau,Paddy,30.3,69.9,25.7,1
Chhattisgarh Plains,Paddy,29.6,87.9,27.7,1
Chambal Valley,Sorghum,39.2,89.8,28.7,1
Chambal Valley,Wheat,16.4,57.6,2.1,0
Nimar Plains,Wheat,16.2,51.1,0.5,0
Central Narmada Valley,Gram,30.2,43.8,2.4,0
Jhabua Hills,Soybean,33.0,87.7,40.3,1
Chambal Valley,Mustard,18.0,70.4,4.5,0
Bundelkhand,Wheat,21.7,54.2,5.9,0
Satpura Highlands,Paddy,24.0,72.1,20.6,0
Satpura Highlands,Coarse Millets,37.7,78.1,48.0,0
Bundelkhand,Gram,22.6,48.9,2.3,0
Vindhyan Plateau,Wheat,22.9,48.4,11.2,0
Central Narmada Valley,Wheat,22.5,40.9,2.6,0
Central Narmada Valley,Sugarcane,37.5,69.3,0.8,0
Northern Hill Region of Chhattisgarh,Paddy,35.9,60.7,5.9,0
Bundelkhand,Jowar,28.4,86.9,114.2,1
Central Narmada Valley,Soybean,34.9,61.7,12.9,0
Nimar Plains,Cotton,33.1,85.4,73.0,1
Kymore Plateau & Satpura Hills,Soybean,26.7,76.2,53.7,1
Vindhyan Plateau,Paddy,29.5,114.1,17.4,1
Northern Hill Region of Chhattisgarh,Niger,25.6,74.7,5.1,0
Bundelkhand,Jowar,30.7,84.4,123.9,1
Central Narmada Valley,Sugarcane,39.3,77.1,2.9,0
Chambal Valley,Mustard,23.7,60.2,0.8,0
Satpura Highlands,Maize,27.0,58.5,40.8,0
Satpura Highlands,Paddy,28.9,63.6,28.1,0
Vindhyan Plateau,Wheat,13.4,58.3,5.7,0
Kymore Plateau & Satpura Hills,Wheat,11.1,19.9,5.0,0
Nimar Plains,Wheat,13.4,63.0,8.1,0
Malwa Plateau,Cotton,32.0,79.0,8.0,0
Nimar Plains,Sorghum,22.4,70.5,23.4,0
Kymore Plateau & Satpura Hills,Gram,11.3,71.3,8.1,0
Central Narmada Valley,Wheat,25.8,67.3,2.0,0
Chhattisgarh Plains,Flaxseed,27.5,39.9,6.8,0
Vindhyan Plateau,Wheat,13.1,68.1,0.2,0
Malwa Plateau,Wheat,13.2,38.3,0.0,0
Northern Hill Region of Chhattisgarh,Niger,31.3,77.8,35.6,0
Northern Hill Region of Chhattisgarh,Niger,29.0,96.8,9.8,1
Vindhyan Plateau,Paddy,25.4,66.1,10.0,0
Malwa Plateau,Cotton,21.8,69.6,33.2,0
Malwa Plateau,Maize,27.4,67.1,0.5,0
Vindhyan Plateau,Wheat,20.8,40.2,31.4,0
Bundelkhand,Wheat,21.8,73.4,1.3,0
Malwa Plateau,Maize,24.7,82.4,13.4,0
Nimar Plains,Soybean,30.6,75.1,1.5,0
Satpura Highlands,Paddy,36.1,98.6,7.5,1
Jhabua Hills,Soybean,30.6,89.2,37.8,1
Bundelkhand,Lentil,19.6,57.2,4.6,0
Northern Hill Region of Chhattisgarh,Maize,27.3,88.6,2.6,1
Vindhyan Plateau,Gram,29.5,58.4,6.7,0
Central Narmada Valley,Gram,11.2,63.1,14.7,0
Chambal Valley,Sorghum,28.4,60.2,25.7,0
Vindhyan Plateau,Gram,19.7,67.6,3.0,0
Chambal Valley,Sorghum,23.5,82.9,12.2,0
Jhabua Hills,Cotton,31.6,57.1,7.4,0
Bundelkhand,Lentil,23.5,49.6,6.1,0
Nimar Plains,Soybean,35.7,78.1,44.8,0
Kymore Plateau & Satpura Hills,Gram,22.7,40.0,1.4,0
Chambal Valley,Mustard,20.8,49.6,0.8,0
Bundelkhand,Lentil,16.8,69.9,0.8,0
Chambal Valley,Sorghum,30.1,52.5,170.4,0
Chambal Valley,Mustard,20.8,71.0,2.5,0
Chambal Valley,Mustard,17.1,78.3,12.6,0
Chhattisgarh Plains,Kodo-Kutki,31.5,86.1,39.1,1
Nimar Plains,Soybean,27.7,72.7,123.9,0
Malwa Plateau,Wheat,16.2,42.1,0.7,0
Northern Hill Region of Chhattisgarh,Niger,24.2,93.6,20.2,1
Jhabua Hills,Cotton,35.3,86.1,42.4,0
Chambal Valley,Wheat,15.5,60.5,0.6,0
Nimar Plains,Wheat,16.1,32.1,1.6,1
Northern Hill Region of Chhattisgarh,Maize,32.3,79.5,52.8,0
Bundelkhand,Lentil,23.8,52.6,0.1,0
Jhabua Hills,Black Gram,36.4,72.2,29.4,0
Satpura Highlands,Maize,33.4,86.7,35.7,0
Central Narmada Valley,Soybean,41.1,78.8,11.7,0
Malwa Plateau,Maize,34.3,82.8,2.7,0
Kymore Plateau & Satpura Hills,Paddy,32.3,77.4,57.1,1
Satpura Highlands,Coarse Millets,35.1,70.0,9.3,0
Vindhyan Plateau,Wheat,19.9,71.1,3.7,0
Central Narmada Valley,Sugarcane,31.1,66.9,54.3,0
Malwa Plateau,Maize,25.1,69.4,47.6,0
Chambal Valley,Mustard,22.2,41.0,4.0,0
Central Narmada Valley,Gram,23.2,82.1,1.2,0
Vindhyan Plateau,Paddy,29.1,58.7,28.2,1
Northern Hill Region of Chhattisgarh,Maize,27.3,78.1,35.5,0
Northern Hill Region of Chhattisgarh,Wheat,24.5,43.1,3.8,1
Kymore Plateau & Satpura Hills,Soybean,32.1,96.9,0.6,1
Kymore Plateau & Satpura Hills,Wheat,26.1,44.8,8.4,0
Northern Hill Region of Chhattisgarh,Niger,30.9,87.7,98.0,0
Northern Hill Region of Chhattisgarh,Wheat,18.6,67.9,1.5,1
Chambal Valley,Wheat,30.9,74.7,0.0,1
Chhattisgarh Plains,Kodo-Kutki,32.3,72.0,10.7,0
Chambal Valley,Wheat,24.4,68.7,0.4,0
Central Narmada Valley,Gram,14.8,33.0,0.7,0
Nimar Plains,Soybean,22.9,71.7,14.2,0
Nimar Plains,Soybean,26.2,81.5,8.5,1
Satpura Highlands,Coarse Millets,30.7,77.5,37.7,0
Jhabua Hills,Cotton,25.9,84.8,5.3,0
Vindhyan Plateau,Paddy,30.9,90.9,19.3,1
Vindhyan Plateau,Wheat,24.2,47.6,1.3,0
Central Narmada Valley,Gram,18.8,38.3,2.8,0
Satpura Highlands,Maize,28.7,93.9,1.3,1
Jhabua Hills,Cotton,32.6,63.6,19.4,0
Kymore Plateau & Satpura Hills,Gram,21.6,49.4,9.5,0
Chambal Valley,Sorghum,29.7,72.1,34.3,0
Chambal Valley,Wheat,13.6,33.2,1.5,0
Malwa Plateau,Maize,31.8,87.7,45.1,1
Kymore Plateau & Satpura Hills,Wheat,17.6,47.5,13.3,0
Vindhyan Plateau,Paddy,32.1,78.3,13.6,1
Chhattisgarh Plains,Paddy,33.1,60.5,155.1,0
Vindhyan Plateau,Paddy,32.5,87.4,14.3,1
Kymore Plateau & Satpura Hills,Paddy,26.6,92.4,7.0,1
Satpura Highlands,Maize,28.3,92.0,13.6,1
Chhattisgarh Plains,Kodo-Kutki,30.4,82.4,35.2,0
Central Narmada Valley,Gram,15.8,49.4,7.3,0
Northern Hill Region of Chhattisgarh,Niger,36.7,87.4,1.6,0
Northern Hill Region of Chhattisgarh,Paddy,28.6,62.5,98.8,0
Bundelkhand,Jowar,25.1,80.5,24.7,0
Northern Hill Region of Chhattisgarh,Maize,25.6,68.4,10.4,0
Vindhyan Plateau,Gram,17.0,71.0,8.7,0
Jhabua Hills,Maize,28.2,76.6,7.3,0
Bundelkhand,Gram,12.7,64.3,9.8,0
Jhabua Hills,Maize,28.0,68.3,40.8,1
Satpura Highlands,Coarse Millets,27.7,54.7,26.5,0
Kymore Plateau & Satpura Hills,Gram,21.8,56.4,15.1,0
Vindhyan Plateau,Paddy,30.9,80.7,2.6,0
Northern Hill Region of Chhattisgarh,Wheat,11.0,28.7,1.8,0
Bundelkhand,Wheat,7.9,64.9,2.1,0
Jhabua Hills,Black Gram,27.6,84.7,17.9,0
Bundelkhand,Jowar,37.6,68.6,8.4,0
Chhattisgarh Plains,Paddy,36.6,59.4,3.1,0
Northern Hill Region of Chhattisgarh,Niger,32.5,55.0,3.6,0
Central Narmada Valley,Sugarcane,30.9,94.1,55.3,1
Bundelkhand,Jowar,30.4,80.7,4.4,0
Central Narmada Valley,Sugarcane,27.4,75.3,7.1,0
Malwa Plateau,Maize,30.6,73.1,39.7,0
Vindhyan Plateau,Gram,17.3,59.4,0.6,0
Kymore Plateau & Satpura Hills,Paddy,24.0,81.0,33.0,0
Chhattisgarh Plains,Paddy,33.7,91.3,68.8,1
Kymore Plateau & Satpura Hills,Wheat,21.0,37.5,2.5,0
Bundelkhand,Lentil,26.1,73.0,1.5,1
Central Narmada Valley,Sugarcane,27.1,88.6,52.8,0
Jhabua Hills,Cotton,30.6,89.6,39.6,0
Vindhyan Plateau,Wheat,20.2,54.0,9.5,1
Chambal Valley,Wheat,13.9,33.6,0.4,0
Vindhyan Plateau,Wheat,24.4,49.3,8.5,1
Chhattisgarh Plains,Paddy,32.8,84.7,34.5,0
Chhattisgarh Plains,Paddy,26.8,97.5,13.8,1
Vindhyan Plateau,Wheat,24.6,48.6,5.3,0
Kymore Plateau & Satpura Hills,Gram,18.3,74.0,5.0,0
Malwa Plateau,Soybean,30.7,84.5,8.0,0
Northern Hill Region of Chhattisgarh,Maize,25.4,63.4,10.2,0
Northern Hill Region of Chhattisgarh,Niger,27.8,96.4,27.2,1
Bundelkhand,Wheat,25.6,70.2,0.3,1
Nimar Plains,Soybean,33.0,61.9,1.0,0
Kymore Plateau & Satpura Hills,Paddy,26.0,72.8,16.3,0
Bundelkhand,Wheat,19.8,61.5,5.0,0
Jhabua Hills,Soybean,35.9,67.0,11.8,0
Vindhyan Plateau,Wheat,22.7,62.9,16.2,0
Chhattisgarh Plains,Flaxseed,24.2,68.2,5.2,0
Chambal Valley,Mustard,19.8,67.7,0.9,0
Central Narmada Valley,Sugarcane,36.4,67.2,35.5,0
Bundelkhand,Jowar,32.4,98.6,10.3,1
Malwa Plateau,Maize,24.1,73.9,9.2,0
Kymore Plateau & Satpura Hills,Gram,19.7,76.8,0.1,0
Vindhyan Plateau,Paddy,33.5,65.2,3.1,0
Nimar Plains,Wheat,14.7,24.6,1.1,0
Kymore Plateau & Satpura Hills,Paddy,28.8,83.8,15.1,0
Satpura Highlands,Coarse Millets,31.8,86.1,6.1,1
Bundelkhand,Wheat,16.9,69.3,2.5,0
Northern Hill Region of Chhattisgarh,Paddy,28.8,76.4,0.2,0
Nimar Plains,Wheat,22.3,68.5,8.9,0
Nimar Plains,Wheat,27.7,65.2,4.9,0
Nimar Plains,Soybean,35.1,76.8,29.4,0
Malwa Plateau,Soybean,31.6,100.3,74.4,0
Jhabua Hills,Cotton,32.2,90.5,12.2,1
Central Narmada Valley,Gram,24.6,46.3,0.6,0
Central Narmada Valley,Gram,28.9,55.0,0.9,0
Chhattisgarh Plains,Paddy,30.4,108.6,8.8,0
Chhattisgarh Plains,Flaxseed,10.1,57.0,1.2,0
Chhattisgarh Plains,Kodo-Kutki,28.6,80.8,1.7,0
Malwa Plateau,Maize,27.5,66.4,18.0,0
Chhattisgarh Plains,Kodo-Kutki,23.8,69.6,1.0,0
Chambal Valley,Mustard,25.3,26.0,0.2,0
Malwa Plateau,Maize,30.3,86.1,36.9,1
Bundelkhand,Gram,18.3,70.6,8.1,0
Vindhyan Plateau,Gram,23.3,29.0,8.4,0
Jhabua Hills,Maize,29.0,97.1,77.3,0
Chambal Valley,Mustard,23.7,37.7,0.3,0
Jhabua Hills,Maize,34.9,68.1,79.5,1
Chhattisgarh Plains,Flaxseed,18.8,47.2,14.6,0
Kymore Plateau & Satpura Hills,Paddy,25.2,89.4,0.9,1
Nimar Plains,Cotton,31.3,67.1,16.2,0
Kymore Plateau & Satpura Hills,Paddy,24.9,70.5,6.3,0
Jhabua Hills,Cotton,27.0,60.6,51.3,0
Vindhyan Plateau,Wheat,15.9,61.2,5.2,1
Chambal Valley,Wheat,16.8,54.6,1.4,0
Chambal Valley,Wheat,19.5,57.6,3.1,0
Vindhyan Plateau,Wheat,15.8,8.6,11.5,0
Kymore Plateau & Satpura Hills,Wheat,21.0,46.5,14.2,0
Kymore Plateau & Satpura Hills,Soybean,30.3,48.5,45.3,0
Vindhyan Plateau,Paddy,27.5,66.4,25.9,0
Chhattisgarh Plains,Paddy,34.5,76.0,12.0,0
Bundelkhand,Gram,18.7,57.2,0.1,0
Chhattisgarh Plains,Kodo-Kutki,33.3,82.0,59.2,0
Chambal Valley,Sorghum,29.8,72.9,35.0,0
Kymore Plateau & Satpura Hills,Gram,18.8,38.1,13.4,0
Bundelkhand,Gram,21.8,70.9,9.9,0
Satpura Highlands,Paddy,32.5,86.0,3.6,1
Jhabua Hills,Soybean,25.8,97.7,50.6,1
Nimar Plains,Cotton,26.1,87.1,13.7,1
Northern Hill Region of Chhattisgarh,Maize,33.2,75.5,11.3,0
Nimar Plains,Wheat,14.7,52.0,0.2,0
Kymore Plateau & Satpura Hills,Soybean,29.0,87.2,36.0,1
Northern Hill Region of Chhattisgarh,Niger,28.1,71.4,2.6,1
Chambal Valley,Wheat,23.2,37.9,6.5,0
Northern Hill Region of Chhattisgarh,Niger,29.9,76.8,4.8,0
Malwa Plateau,Soybean,27.3,93.5,25.6,1
Satpura Highlands,Maize,40.1,94.3,2.1,1
Northern Hill Region of Chhattisgarh,Maize,34.8,83.3,6.1,1
Kymore Plateau & Satpura Hills,Wheat,13.5,43.8,10.4,0
Kymore Plateau & Satpura Hills,Soybean,31.4,68.2,27.3,1
Chhattisgarh Plains,Kodo-Kutki,29.0,125.7,23.1,1
Northern Hill Region of Chhattisgarh,Maize,28.7,73.7,44.8,1
Bundelkhand,Jowar,33.6,94.3,16.0,1
Chambal Valley,Sorghum,26.2,86.1,30.5,1
Vindhyan Plateau,Gram,21.6,33.6,5.4,0
Chhattisgarh Plains,Flaxseed,21.5,62.0,3.4,0
Central Narmada Valley,Wheat,20.2,48.2,0.2,0
Malwa Plateau,Wheat,20.7,36.8,1.6,0
Central Narmada Valley,Gram,16.5,15.6,8.2,0
Kymore Plateau & Satpura Hills,Wheat,19.6,40.2,1.5,0
Nimar Plains,Cotton,30.6,89.4,32.5,1
Chambal Valley,Sorghum,32.4,82.0,18.2,0
Kymore Plateau & Satpura Hills,Wheat,17.1,56.2,3.4,0
Central Narmada Valley,Soybean,27.9,71.2,41.7,0
Vindhyan Plateau,Paddy,33.0,98.8,88.3,1
Kymore Plateau & Satpura Hills,Wheat,21.8,41.1,2.3,1
Chambal Valley,Wheat,21.0,51.0,1.0,0
Jhabua Hills,Maize,29.0,97.8,102.3,1
Northern Hill Region of Chhattisgarh,Paddy,35.5,52.2,10.7,0
Nimar Plains,Sorghum,30.0,70.4,37.9,0
Nimar Plains,Soybean,38.6,90.6,8.0,1
Satpura Highlands,Coarse Millets,31.9,78.6,8.1,0
Vindhyan Plateau,Paddy,29.9,95.1,1.9,1
Malwa Plateau,Maize,32.4,109.4,31.7,0
Satpura Highlands,Paddy,34.4,64.8,4.3,0
Malwa Plateau,Maize,27.2,83.1,21.5,0
Vindhyan Plateau,Paddy,24.5,79.5,15.8,0
Kymore Plateau & Satpura Hills,Paddy,36.0,62.3,0.0,0
Satpura Highlands,Maize,35.7,86.2,23.5,1
Kymore Plateau & Satpura Hills,Paddy,22.6,76.1,29.8,0
Northern Hill Region of Chhattisgarh,Maize,28.6,64.4,20.4,0
Bundelkhand,Lentil,15.1,38.7,0.8,0
Jhabua Hills,Soybean,34.9,55.4,18.0,1
Malwa Plateau,Maize,25.5,75.7,14.2,0
Central Narmada Valley,Soybean,28.9,86.7,1.9,1
Nimar Plains,Soybean,37.1,69.2,5.9,0
Kymore Plateau & Satpura Hills,Wheat,13.1,67.1,5.5,0
Bundelkhand,Gram,15.4,68.6,0.3,0
Satpura Highlands,Coarse Millets,34.9,85.6,3.7,1
Malwa Plateau,Wheat,21.4,45.5,0.5,0
Satpura Highlands,Paddy,26.6,73.9,13.9,0
Bundelkhand,Gram,14.1,61.2,4.6,0
Chhattisgarh Plains,Flaxseed,24.4,48.8,2.8,0
Chhattisgarh Plains,Paddy,34.3,78.2,3.5,0
Vindhyan Plateau,Paddy,27.3,103.9,28.8,1
Kymore Plateau & Satpura Hills,Paddy,22.5,86.8,37.7,0
Chambal Valley,Sorghum,33.9,79.1,21.4,1
Satpura Highlands,Maize,27.4,93.0,42.2,1
Bundelkhand,Jowar,33.1,85.2,5.8,0
Chhattisgarh Plains,Paddy,35.7,80.9,12.7,0
Bundelkhand,Lentil,15.0,68.8,19.4,0
Vindhyan Plateau,Paddy,33.0,70.4,14.8,0
Vindhyan Plateau,Wheat,25.3,60.3,3.0,0
Satpura Highlands,Paddy,22.4,77.9,32.8,0
Nimar Plains,Sorghum,26.0,75.1,40.9,0
Jhabua Hills,Black Gram,31.8,66.5,21.7,0
Chambal Valley,Mustard,24.6,53.2,0.3,0
Central Narmada Valley,Sugarcane,33.7,90.7,6.1,1
Central Narmada Valley,Gram,11.9,71.7,14.1,0
Bundelkhand,Gram,27.0,54.6,6.8,0
Vindhyan Plateau,Wheat,24.1,52.4,4.6,0
Chhattisgarh Plains,Paddy,35.3,100.3,77.9,1
Northern Hill Region of Chhattisgarh,Wheat,27.4,51.9,3.9,0
Chambal Valley,Mustard,16.3,42.9,14.5,0
Nimar Plains,Sorghum,35.7,96.7,36.0,1
Nimar Plains,Sorghum,36.4,73.5,8.7,0
Vindhyan Plateau,Gram,25.3,54.7,0.3,0
Jhabua Hills,Black Gram,29.9,68.3,14.6,0
Chhattisgarh Plains,Paddy,32.5,92.7,62.0,1
Satpura Highlands,Coarse Millets,31.0,82.0,23.0,0
Kymore Plateau & Satpura Hills,Wheat,20.6,46.9,0.3,0
Chambal Valley,Mustard,8.2,35.9,3.1,0
Bundelkhand,Jowar,29.9,66.4,74.6,0
Chambal Valley,Sorghum,33.2,90.2,0.5,1
Nimar Plains,Wheat,22.0,24.4,4.8,0
Vindhyan Plateau,Wheat,17.3,46.5,7.6,1
Satpura Highlands,Coarse Millets,30.7,66.7,36.8,0
Chhattisgarh Plains,Paddy,28.6,77.8,4.0,1
Central Narmada Valley,Soybean,32.0,83.5,47.9,0
Bundelkhand,Wheat,24.8,52.5,1.3,0
Bundelkhand,Lentil,22.7,66.2,5.1,0
Malwa Plateau,Maize,33.7,89.6,33.0,1
Nimar Plains,Sorghum,28.2,68.7,36.4,0
Central Narmada Valley,Sugarcane,38.0,95.2,68.6,1
Malwa Plateau,Soybean,30.1,95.7,2.7,1
Central Narmada Valley,Wheat,13.4,60.6,1.3,0
Bundelkhand,Lentil,26.2,49.6,6.0,0
Central Narmada Valley,Soybean,30.1,71.8,1.9,0
Vindhyan Plateau,Paddy,30.6,77.6,10.6,0
Northern Hill Region of Chhattisgarh,Maize,28.7,67.3,27.3,0
Chambal Valley,Wheat,20.7,73.1,2.9,0
Central Narmada Valley,Wheat,18.3,45.7,4.6,0
Malwa Plateau,Wheat,21.1,44.3,0.0,0
Malwa Plateau,Soybean,25.9,77.7,37.7,0
Chambal Valley,Mustard,21.6,52.9,4.5,0
Central Narmada Valley,Soybean,28.2,84.1,14.4,0
Kymore Plateau & Satpura Hills,Paddy,30.6,75.9,8.0,0
Satpura Highlands,Paddy,30.9,68.9,32.6,0
Jhabua Hills,Black Gram,28.0,85.2,45.3,1
Central Narmada Valley,Wheat,22.7,50.3,1.2,0
Bundelkhand,Wheat,17.9,49.1,0.7,0
Kymore Plateau & Satpura Hills,Paddy,31.8,88.4,45.8,1
Nimar Plains,Soybean,25.6,97.9,12.9,1
Malwa Plateau,Wheat,26.2,63.3,7.5,0
Kymore Plateau & Satpura Hills,Paddy,22.9,92.1,13.0,0
Nimar Plains,Soybean,25.7,74.6,22.5,0
Kymore Plateau & Satpura Hills,Paddy,30.9,87.6,46.4,1
Bundelkhand,Wheat,10.1,54.7,5.4,0
Kymore Plateau & Satpura Hills,Wheat,23.0,49.2,21.1,0
Malwa Plateau,Cotton,28.6,57.2,1.7,0
Vindhyan Plateau,Gram,10.1,44.0,13.4,0
Nimar Plains,Soybean,32.3,66.5,27.3,0
Satpura Highlands,Maize,33.6,64.9,12.1,0
Nimar Plains,Cotton,25.2,87.9,16.6,1
Vindhyan Plateau,Gram,12.6,42.8,15.4,0
Central Narmada Valley,Sugarcane,28.4,81.6,49.0,1
Central Narmada Valley,Soybean,24.7,83.1,16.7,1
Satpura Highlands,Coarse Millets,26.2,69.6,11.1,0
Bundelkhand,Jowar,29.7,87.2,20.1,1
Central Narmada Valley,Soybean,34.3,82.9,24.5,1
Bundelkhand,Gram,21.0,46.4,2.4,0
Central Narmada Valley,Wheat,20.3,19.1,11.3,0
Central Narmada Valley,Soybean,31.5,82.9,33.3,0
Chambal Valley,Wheat,15.9,47.7,0.6,1
Jhabua Hills,Cotton,31.6,91.7,13.6,0
Kymore Plateau & Satpura Hills,Paddy,30.7,71.9,2.7,0
Chambal Valley,Mustard,15.4,26.8,0.1,1
Satpura Highlands,Paddy,30.2,90.8,20.9,1
Central Narmada Valley,Gram,20.6,62.2,1.5,0
Vindhyan Plateau,Gram,20.6,42.8,3.7,0
Bundelkhand,Jowar,38.4,86.2,5.7,1
Satpura Highlands,Maize,26.2,82.8,9.4,0
Northern Hill Region of Chhattisgarh,Maize,28.4,92.7,1.1,1
Bundelkhand,Lentil,17.2,66.8,0.1,0
Bundelkhand,Wheat,16.9,64.2,30.8,0
Jhabua Hills,Black Gram,32.1,71.3,8.1,1
Satpura Highlands,Paddy,30.6,86.7,29.5,0
Nimar Plains,Sorghum,31.9,75.0,81.4,0
Chambal Valley,Sorghum,28.9,73.1,31.4,0
Chambal Valley,Mustard,21.6,38.4,5.6,0
Vindhyan Plateau,Wheat,16.7,74.5,1.1,0
Vindhyan Plateau,Paddy,27.3,78.4,8.6,0
Chambal Valley,Sorghum,27.5,74.4,3.6,0
Central Narmada Valley,Gram,14.8,48.0,5.2,0
Vindhyan Plateau,Paddy,26.0,73.5,4.0,0
Bundelkhand,Jowar,38.1,64.8,71.0,0
Bundelkhand,Wheat,15.2,45.1,3.0,0
Jhabua Hills,Soybean,27.8,88.7,6.9,1
Bundelkhand,Gram,11.1,65.1,5.1,0
Satpura Highlands,Paddy,36.9,95.3,14.2,1
Bundelkhand,Wheat,22.6,51.8,2.2,0
Chambal Valley,Wheat,26.7,63.2,4.6,0
Kymore Plateau & Satpura Hills,Paddy,27.9,87.2,19.6,1
Chambal Valley,Mustard,30.8,71.1,1.9,1
Malwa Plateau,Wheat,9.8,62.6,0.2,0
Bundelkhand,Lentil,31.3,50.9,5.1,0
Kymore Plateau & Satpura Hills,Paddy,28.0,89.0,12.8,1
Satpura Highlands,Paddy,30.2,77.2,66.5,1
Nimar Plains,Cotton,33.6,102.9,1.7,1
Central Narmada Valley,Sugarcane,27.3,63.0,17.8,1
Satpura Highlands,Maize,31.7,107.2,30.2,1
Nimar Plains,Sorghum,20.7,94.8,41.1,1
Nimar Plains,Soybean,33.9,46.9,9.3,0
Northern Hill Region of Chhattisgarh,Maize,22.1,77.7,2.5,1
Chambal Valley,Mustard,19.1,68.4,6.9,0
Malwa Plateau,Cotton,28.0,66.6,0.9,0
Kymore Plateau & Satpura Hills,Paddy,27.6,82.5,8.5,0
Satpura Highlands,Paddy,36.6,72.4,0.2,0
Malwa Plateau,Cotton,32.0,52.5,33.1,0
Jhabua Hills,Soybean,36.1,65.9,6.3,0
Malwa Plateau,Wheat,26.2,12.8,0.1,0
Chhattisgarh Plains,Flaxseed,19.9,49.2,3.5,0
Bundelkhand,Gram,17.5,64.4,1.8,1
Chambal Valley,Mustard,14.7,31.7,2.9,0
Satpura Highlands,Paddy,24.1,73.5,21.5,0
Jhabua Hills,Maize,25.6,95.6,25.2,1
Bundelkhand,Jowar,24.7,98.2,10.3,1
Kymore Plateau & Satpura Hills,Soybean,27.3,89.2,28.6,1
Vindhyan Plateau,Paddy,26.6,92.3,26.4,0
Malwa Plateau,Soybean,29.1,80.8,27.1,0
Northern Hill Region of Chhattisgarh,Paddy,26.5,90.1,8.3,1
Chambal Valley,Sorghum,30.5,104.7,77.4,1
Vindhyan Plateau,Wheat,27.8,35.5,1.1,1
Chhattisgarh Plains,Kodo-Kutki,23.6,71.3,41.4,0
Kymore Plateau & Satpura Hills,Paddy,28.7,69.9,19.7,0
Bundelkhand,Gram,15.3,38.7,9.4,1
Central Narmada Valley,Soybean,25.8,78.1,59.4,0
Chambal Valley,Sorghum,28.2,75.6,44.4,1
Kymore Plateau & Satpura Hills,Soybean,29.7,79.6,44.0,0
Kymore Plateau & Satpura Hills,Gram,11.2,34.8,1.3,0
Malwa Plateau,Cotton,24.4,66.9,0.0,0
Kymore Plateau & Satpura Hills,Wheat,26.2,46.3,3.5,0
Chhattisgarh Plains,Flaxseed,29.4,58.8,6.0,0
Malwa Plateau,Wheat,27.8,55.5,3.4,0
Jhabua Hills,Black Gram,33.7,86.5,47.5,1
Northern Hill Region of Chhattisgarh,Wheat,17.4,53.8,7.2,0
Chhattisgarh Plains,Flaxseed,12.0,36.3,1.9,0
Jhabua Hills,Maize,29.9,75.3,36.6,1
Nimar Plains,Cotton,36.4,73.1,8.5,0
Satpura Highlands,Maize,28.8,76.5,7.9,0
Chambal Valley,Sorghum,30.7,84.0,57.6,0
Jhabua Hills,Black Gram,33.6,78.9,51.4,0
Chhattisgarh Plains,Flaxseed,26.4,33.2,0.7,0
Chhattisgarh Plains,Kodo-Kutki,27.8,76.9,85.3,0
Central Narmada Valley,Sugarcane,37.0,92.1,38.1,1
Nimar Plains,Cotton,23.6,74.3,16.7,0
Chhattisgarh Plains,Kodo-Kutki,26.1,82.1,53.0,0
Central Narmada Valley,Soybean,30.2,68.2,11.5,1
Kymore Plateau & Satpura Hills,Gram,13.6,50.8,4.1,0
Vindhyan Plateau,Gram,27.6,41.3,11.5,0
Chhattisgarh Plains,Paddy,25.3,76.1,11.2,0
Northern Hill Region of Chhattisgarh,Paddy,25.7,68.3,37.8,0
Northern Hill Region of Chhattisgarh,Niger,25.4,98.0,1.7,1
Bundelkhand,Wheat,27.7,56.2,2.6,0
Jhabua Hills,Black Gram,28.4,80.1,3.0,0
Malwa Plateau,Soybean,33.1,90.3,36.9,0
Nimar Plains,Cotton,30.3,91.9,7.1,1
Kymore Plateau & Satpura Hills,Paddy,32.0,63.7,39.9,1
Malwa Plateau,Wheat,22.9,34.1,9.8,0
Northern Hill Region of Chhattisgarh,Maize,31.8,81.3,27.0,1
Satpura Highlands,Paddy,29.9,78.9,18.5,0
Jhabua Hills,Black Gram,32.7,59.6,7.9,0
Jhabua Hills,Soybean,25.7,102.8,0.4,0
Chhattisgarh Plains,Paddy,27.8,113.2,19.3,1
Vindhyan Plateau,Wheat,21.1,52.0,1.2,0
Northern Hill Region of Chhattisgarh,Maize,30.6,85.7,36.9,1
Central Narmada Valley,Soybean,25.1,93.2,12.9,1
Malwa Plateau,Wheat,16.0,60.9,4.5,0
Satpura Highlands,Maize,33.3,87.8,61.0,1
Chambal Valley,Sorghum,27.8,87.5,68.2,1
Bundelkhand,Gram,18.4,44.5,3.0,0
Jhabua Hills,Soybean,24.8,73.5,34.0,0
